t_device,t_host,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,dropped_before,buttons,seq
5.265000,19.379397,-0.30515,0.00000,0.00000,0.10638,-0.00195,1.00528,0,0,1053
5.270000,19.394047,-0.36618,-0.06103,0.00000,0.10565,-0.00268,1.00772,0,0,1054
5.275000,19.394047,-0.30515,0.00000,0.00000,0.10565,-0.00366,1.00845,0,0,1055
5.280000,19.394047,-0.06103,0.06103,-0.06103,0.10516,-0.00293,1.00918,0,0,1056
5.285000,19.408921,0.24412,0.00000,-0.12206,0.10590,-0.00073,1.00699,0,0,1057
5.290000,19.408921,0.30515,0.06103,-0.06103,0.10760,0.00098,1.00552,0,0,1058
5.295000,19.408921,0.00000,0.06103,0.00000,0.10760,0.00073,1.00479,0,0,1059
5.300000,19.424037,-0.24412,0.00000,0.00000,0.10736,-0.00049,1.00577,0,0,1060
5.305000,19.424037,-0.30515,0.00000,0.00000,0.10712,-0.00293,1.00626,0,0,1061
5.310000,19.424037,-0.24412,0.06103,0.00000,0.10736,-0.00415,1.00626,0,0,1062
5.315000,19.439099,-0.06103,0.12206,-0.06103,0.10712,-0.00439,1.00748,0,0,1063
5.320000,19.439099,0.18309,0.06103,-0.06103,0.10590,-0.00244,1.00821,0,0,1064
5.325000,19.439099,0.30515,0.12206,-0.12206,0.10614,-0.00049,1.00601,0,0,1065
5.330000,19.454173,0.18309,0.12206,0.00000,0.10492,0.00073,1.00333,0,0,1066
5.335000,19.454173,0.06103,0.06103,-0.12206,0.10516,-0.00049,1.00479,0,0,1067
5.340000,19.454173,-0.36618,0.06103,-0.06103,0.10541,-0.00268,1.00699,0,0,1068
5.345000,19.469017,-0.24412,0.00000,0.12206,0.10516,-0.00342,1.00796,0,0,1069
5.350000,19.469017,0.00000,-0.06103,0.06103,0.10492,-0.00293,1.00821,0,0,1070
5.355000,19.469017,0.18309,0.00000,0.12206,0.10565,-0.00220,1.00772,0,0,1071
5.360000,19.484414,0.30515,0.06103,0.06103,0.10614,-0.00073,1.00577,0,0,1072
5.365000,19.484414,0.18309,0.00000,0.00000,0.10638,0.00049,1.00479,0,0,1073
5.370000,19.484414,-0.06103,-0.12206,0.00000,0.10614,0.00024,1.00504,0,0,1074
5.375000,19.498886,-0.30515,-0.06103,0.06103,0.10590,-0.00146,1.00674,0,0,1075
5.380000,19.498886,-0.36618,0.00000,0.06103,0.10541,-0.00244,1.00845,0,0,1076
5.385000,19.498886,-0.12206,0.00000,0.06103,0.10468,-0.00268,1.01040,0,0,1077
5.390000,19.514126,0.06103,-0.06103,0.00000,0.10516,-0.00171,1.00943,0,0,1078
